query,response,human_score,Ruber_Unref_Score,CTX_Unref_Score,Eng_Score_MeanPooling,Eng_Score_MaxPooling
Then I might as well have it done now .,"you ' d better wait , the gums are swollen . Take the medicine I prescribe and come back in three days .",5,"0.20035188
","0.997695
","0.7772880792617798
","0.5771062970161438
"
I want to buy three tickets . What's the entrance fee ?,$ 10 per person .,3,"0.99999964
","1.0
","0.9390847086906433
","0.6502349376678467
"
"Hello , I want to apply for the position of an usher in your restaurant .",Welcome . One of your duties is to know the number of the customer and accept reservation .,3,"0.70425534
","0.9999919
","0.9420539736747742
","0.6938021779060364
"
You have to give it back to me .,You ' re not going to get it .,2,"0.33782125
","0.013249234
","0.9287107586860657
","0.551846981048584
"
Thank you .,Wait ! Congratulations ! You are the lucky customer of our anniversary celebration .,3,"1.0
","0.98948497
","0.06166355684399605
","0.30272814631462097
"
You mean I should make an appointment ahead of time ?,Yes .,2,"0.99904686
","0.99834037
","0.13178813457489014
","0.27603963017463684
"
"That would be very kind of you . By the way , is it a monthly magazine ?","No , it is a fortnightly . So , you see , I can get the new one quite soon .",4,"0.00019579554
","0.9999999
","0.9433844089508057
","0.6783572435379028
"
"Hello , Oriental Hotel .","I'd like to speak to Michael Baker , please .",3,"0.99999857
","1.0
","0.8381568193435669
","0.6782877445220947
"
How much is it ?,We're having a clearance sale . $ 4 plus tax .,3,"0.9999999
","1.0
","0.9271519780158997
","0.5717452764511108
"
How may I help you ?,Could you cancel a check for me ?,3,"1.0878081e-08
","1.0
","0.9374768733978271
","0.6937417984008789
"
Then I might as well have it done now .,"you ' d better wait , the gums are swollen . Take the medicine I prescribe and come back in three days .",4,"0.20035188
","0.997695
","0.7772880792617798
","0.5771062970161438
"
I want to buy three tickets . What's the entrance fee ?,$ 10 per person .,2,"0.99999964
","1.0
","0.9390847086906433
","0.6502349376678467
"
Here is the film . Can I get my pictures tomorrow ?,Sure .,1,"0.1366833
","1.0
","0.06964761763811111
","0.2497435361146927
"
Is this Friday okay ?,Is 6 o ' clock Friday evening okay ?,4,"0.11729503
","0.0060604885
","0.9142568111419678
","0.4510830342769623
"
Is it Fred's fault ?,"No , I don't suppose he's to blame.The man in the other car made a mistake .",5,"0.99716127
","1.0
","0.34386420249938965
","0.3863891661167145
"
Where is the fitting room ?,"It's there , near the mirror .",3,"0.99936706
","1.0
","0.892439067363739
","0.3709525763988495
"
that sounds nice . Do you want to share some kebabs as well ?,ok . How about some lamb kebabs ?,4,"0.017438395
","1.0
","0.6921190023422241
","0.46339669823646545
"
"Hey , taxi .","Where to , sir ?",5,"0.9999993
","1.0
","0.06219206005334854
","0.21621786057949066
"
Beijing Library .,"Hop in , please .",5,"0.30692783
","0.0012725645
","0.10254871100187302
","0.25589126348495483
"
"Hello , this is Liu Juan speaking . Is that Mr . Brown ?","No , this isn't .",2,"0.74404955
","1.0
","0.939982533454895
","0.5826026797294617
"
Do you have any carry-on luggage ?,No .,1,"1.0
","1.0
","0.3856233060359955
","0.4492327868938446
"
"What can I do for you , miss ?",I am looking for a pair of shoes .,5,"0.99939084
","1.0
","0.9375318884849548
","0.6741421818733215
"
Here is the film . Can I get my pictures tomorrow ?,Sure .,2,"0.1366833
","1.0
","0.06964761763811111
","0.2497435361146927
"
Is this Friday okay ?,Is 6 o ' clock Friday evening okay ?,4,"0.11729503
","0.0060604885
","0.9142568111419678
","0.4510830342769623
"
Is it Fred's fault ?,"No , I don't suppose he's to blame.The man in the other car made a mistake .",5,"0.99716127
","1.0
","0.34386420249938965
","0.3863891661167145
"
Where is the fitting room ?,"It's there , near the mirror .",4,"0.99936706
","1.0
","0.892439067363739
","0.3709525763988495
"
that sounds nice . Do you want to share some kebabs as well ?,ok . How about some lamb kebabs ?,4,"0.017438395
","1.0
","0.6921190023422241
","0.46339669823646545
"
"Hey , taxi .","Where to , sir ?",3,"0.9999993
","1.0
","0.06219206005334854
","0.21621786057949066
"
Beijing Library .,"Hop in , please .",3,"0.30692783
","0.0012725645
","0.10254871100187302
","0.25589126348495483
"
"Hello , this is Liu Juan speaking . Is that Mr . Brown ?","No , this isn't .",2,"0.74404955
","1.0
","0.939982533454895
","0.5826026797294617
"
Do you have any carry-on luggage ?,No .,2,"1.0
","1.0
","0.3856233060359955
","0.4492327868938446
"
"What can I do for you , miss ?",I am looking for a pair of shoes .,3,"0.99939084
","1.0
","0.9375318884849548
","0.6741421818733215
"
Here is the film . Can I get my pictures tomorrow ?,Sure .,3,"0.1366833
","1.0
","0.06964761763811111
","0.2497435361146927
"
Is this Friday okay ?,Is 6 o ' clock Friday evening okay ?,3,"0.11729503
","0.0060604885
","0.9142568111419678
","0.4510830342769623
"
Is it Fred's fault ?,"No , I don't suppose he's to blame.The man in the other car made a mistake .",4,"0.99716127
","1.0
","0.34386420249938965
","0.3863891661167145
"
Where is the fitting room ?,"It's there , near the mirror .",2,"0.99936706
","1.0
","0.892439067363739
","0.3709525763988495
"
that sounds nice . Do you want to share some kebabs as well ?,ok . How about some lamb kebabs ?,4,"0.017438395
","1.0
","0.6921190023422241
","0.46339669823646545
"
"Hey , taxi .","Where to , sir ?",3,"0.9999993
","1.0
","0.06219206005334854
","0.21621786057949066
"
Beijing Library .,"Hop in , please .",2,"0.30692783
","0.0012725645
","0.10254871100187302
","0.25589126348495483
"
"Hello , this is Liu Juan speaking . Is that Mr . Brown ?","No , this isn't .",2,"0.74404955
","1.0
","0.939982533454895
","0.5826026797294617
"
Do you have any carry-on luggage ?,No .,3,"1.0
","1.0
","0.3856233060359955
","0.4492327868938446
"
"What can I do for you , miss ?",I am looking for a pair of shoes .,3,"0.99939084
","1.0
","0.9375318884849548
","0.6741421818733215
"
How much will that run me ?,"It depends on traffic and distance , but it is reasonable .",4,"0.9999987
","0.999997
","0.8989561200141907
","0.49058887362480164
"
"Yes , please . Do you have any carry-on items ?","Do you want me to put it on the belt , too ?",3,"7.721358e-09
","0.99998057
","0.9411229491233826
","0.6775595545768738
"
It was a great game .,What was the score at the end of the game ?,4,"0.9963115
","1.0
","0.07348617166280746
","0.2505597174167633
"
Have you ever tried shopping online ?,"No , never . I prefer to actually see and touch what I'm buying before I pay for it , especially for clothes and shoes .",5,"0.9999939
","0.99656665
","0.944027304649353
","0.6909530758857727
"
"That happens . Without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear .","What's more , it's not always so safe for us to pay online as hackers might steal the user name and password .",4,"0.059188604
","1.0
","0.9446711540222168
","0.6759997010231018
"
I also have blow if you prefer to do a few lines .,"No , I am ok , really .",2,"7.935601e-05
","7.529804e-12
","0.6722396016120911
","0.47143420577049255
"
I got my connections ! Just tell me what you want and I ' ll even give you one ounce for free .,"Sounds good ! Let ' s see , I want .",2,"0.97822297
","1.0
","0.8178982138633728
","0.34967342019081116
"
Yeah ?,I want you to put your hands behind your head ! You are under arrest !,2,"0.0034464803
","1.0
","0.7475156188011169
","0.3669067621231079
"
"Oh , so do I .",Why don't we go for one now ?,2,"0.99546707
","1.0
","0.5614616870880127
","0.26263725757598877
"
Are you available for travel ?,"Yes , I like travelling . I am young , and unmarried . It ' s no problem for me to travel frequently .",3,"0.99998844
","2.4715317e-05
","0.9425190687179565
","0.6827208995819092
"
How much will that run me ?,"It depends on traffic and distance , but it is reasonable .",4,"0.9999987
","0.999997
","0.8989561200141907
","0.49058887362480164
"
"Yes , please . Do you have any carry-on items ?","Do you want me to put it on the belt , too ?",1,"7.721358e-09
","0.99998057
","0.9411229491233826
","0.6775595545768738
"
It was a great game .,What was the score at the end of the game ?,5,"0.9963115
","1.0
","0.07348617166280746
","0.2505597174167633
"
Have you ever tried shopping online ?,"No , never . I prefer to actually see and touch what I'm buying before I pay for it , especially for clothes and shoes .",5,"0.9999939
","0.99656665
","0.944027304649353
","0.6909530758857727
"
"That happens . Without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear .","What's more , it's not always so safe for us to pay online as hackers might steal the user name and password .",5,"0.059188604
","1.0
","0.9446711540222168
","0.6759997010231018
"
I also have blow if you prefer to do a few lines .,"No , I am ok , really .",3,"7.935601e-05
","7.529804e-12
","0.6722396016120911
","0.47143420577049255
"
I got my connections ! Just tell me what you want and I ' ll even give you one ounce for free .,"Sounds good ! Let ' s see , I want .",3,"0.97822297
","1.0
","0.8178982138633728
","0.34967342019081116
"
Yeah ?,I want you to put your hands behind your head ! You are under arrest !,4,"0.0034464803
","1.0
","0.7475156188011169
","0.3669067621231079
"
"Oh , so do I .",Why don't we go for one now ?,4,"0.99546707
","1.0
","0.5614616870880127
","0.26263725757598877
"
Are you available for travel ?,"Yes , I like travelling . I am young , and unmarried . It ' s no problem for me to travel frequently .",5,"0.99998844
","2.4715317e-05
","0.9425190687179565
","0.6827208995819092
"
How much will that run me ?,"It depends on traffic and distance , but it is reasonable .",5,"0.9999987
","0.999997
","0.8989561200141907
","0.49058887362480164
"
"Yes , please . Do you have any carry-on items ?","Do you want me to put it on the belt , too ?",1,"7.721358e-09
","0.99998057
","0.9411229491233826
","0.6775595545768738
"
It was a great game .,What was the score at the end of the game ?,5,"0.9963115
","1.0
","0.07348617166280746
","0.2505597174167633
"
Have you ever tried shopping online ?,"No , never . I prefer to actually see and touch what I'm buying before I pay for it , especially for clothes and shoes .",5,"0.9999939
","0.99656665
","0.944027304649353
","0.6909530758857727
"
"That happens . Without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear .","What's more , it's not always so safe for us to pay online as hackers might steal the user name and password .",5,"0.059188604
","1.0
","0.9446711540222168
","0.6759997010231018
"
I also have blow if you prefer to do a few lines .,"No , I am ok , really .",2,"7.935601e-05
","7.529804e-12
","0.6722396016120911
","0.47143420577049255
"
I got my connections ! Just tell me what you want and I ' ll even give you one ounce for free .,"Sounds good ! Let ' s see , I want .",3,"0.97822297
","1.0
","0.8178982138633728
","0.34967342019081116
"
