id,query,reply,label,reply_len,reply_num_diverse_words
1257,"Welcome to China , Mr . Smith .","Thank you . So pleasant to meet you here !
",0,10,9
1258,I heard that you are interested in our silk skirts and new style of coats .,"Yes , I've brought a list of your recent products with me . We'd like to import some of your latest clothes for the second half of this year . We're ready to place an order with you .
",0,39,32
1259,"Great ! B , most of the items listed are available this year . I hope we can come to an agreement and sign the contracts , so as to enable our timely delivery .","That sounds good . But I have a proposal now .
",0,11,10
1260,What's the proposal ?,"Both of our two parties were involved in the discussion previously . Shall we also allow some of our clients to join us ?
",0,24,22
1261,"Good idea ! In this way , our clients ' needs will be met and disagreements between the two parties avoided .","Sounds like we have the same idea .
",0,8,8
1262,Could you please tell me how I can go job-hunting in the web ?,"Generally speaking , job seekers can enter the websites either of job agencies or of some units for job advertisements .
",0,21,18
1263,How should I contact them ?,"You can e-mail your application materials for application to the websites of job agencies for enrollment in their database .
",0,20,18
1264,Can I get a quick reply from the sites ?,"Yes , usually it takes a short time , but you have to await the choice of the units for a while .
",0,23,20
1265,Can you direct me to Holiday inn ?,"Cross the street and walk two blocks west.You can't miss it .
",0,12,12
1266,I would like to buy a bottle of cleansing milk.Can you recommend me some kinds ?,"Sure . What kind of skin do you have ?
",0,10,10
1267,My skin is oily .,"Then I advise you to buy the LAY cleansing milk .
",0,11,11
1268,"Hello , is Sue there ?","Who ?
",0,2,2
1269,Sue John .,"You must have the wrong number .
",0,7,7
1270,"Sorry , stewardess . Where shall I put my bags ?","You can place the smaller one in the overhead bin and put the bigger one under the seat in front of you .
",0,23,18
1271,Thank you very much .,"Please make sure to fasten your seat belt . We are to take off .
",0,15,13
1272,What do you think about this store ? I heard it ’ s a posh store that ’ s only got branches in big cities .,"I love this store . The only problem is that it ’ s extremely expensive .
",0,16,15
1273,Don ’ t worry . I ’ Ve decided that for your birthday I ’ m going to take you shopping for a new dress .,"Really ? I thought you hated shopping ?
",0,8,7
1274,"I do , that ’ s why you should appreciate this gift !","Sure . That ’ s really nice of you . Let ’ s go in and try some things on .
",0,21,17
1275,How about this red dress ? I think it would really suit you .,"That ’ s gorgeous ! Do they have it in a size 8 ?
",0,14,14
1276,"Here you go.On any other day , it would cost me a fortune , but it ’ s on special offer today .","I think this color isn ’ t quite right for me . Do they have the same dress in white ?
",0,21,21
1277,"Let me look . Let ’ s see ... they ’ Ve got one in blue , green , pink , black ... and white . Here you are .","This is perfect ! What do you think ?
",0,9,9
1278,I think you look fantastic . Happy Birthday !,"I ’ m so lucky . You only get a chance like this once in a blue moon ! Thanks honey !
",0,22,20
1279,The hotel operator . Anything I can do for you ?,"I've been trying to get through to the booking office for the last ten minutes . But the line has been engaged all the time . Why is it taking so long ?
",0,33,27
1280,I'm sorry to hear that . I'm afraid it is often the case during the peak hours . Shall I ask them to call you when the line is free ?,"OK . Please do so if it is not troublesome .
",0,11,10
1281,No trouble at all . May I know your name and room number ?,"I'm Du Juan , in Room 312 .
",0,8,8
1282,"I see . Wait in the room , please .","Thank you for your kindness .
",0,6,6
1283,Let's have seafood for a change.How about oyster and lobster ?,"I couldn't agree more !
",0,5,5
1284,Anything else you want to add ?,"Oh , yeah , two beers .
",0,7,6
1285,"May I see your ticket and passport , PLS ?","Sure , here they are .
",0,6,6
1286,Any luggage ?,"Just this suitcase .
",0,4,4
1287,Your backpack is very big and today's flight is quite full . I am afraid that you will have to check your backpack too .,"No problem . What about this carry-on ?
",0,8,8
1288,You can take that with you .,"Can I have an aisle seat , PLS .
",0,9,9
1289,"No problem . I'll give you an aisle seat in the center row . And here is your ticket , passport and boarding pass . Please board the plane at Gate 15 .","Thank you . And when is the latest time for me to board the plane ?
",0,16,15
1290,15mins before the plane takes off . The plane is scheduled to leave on time .,"Thank you very much !
",0,5,5
1291,Tell me about yourself and your past experience .,"I have worked as an executive secretary for 5 years , first for trading companies , and now I am working for a trust company . I interact well with peers , clients , administrators and bosses . I thrive on challenge and work well in high-stress environments .
",0,49,36
1292,How are your typing and shorthand skills ?,"I can type 100 Chinese words a minute and take dictation in English at 150 words a minute .
",0,19,16
1293,Can you operate computers skillfully ?,"Yes , I can . I have received some special training in computers . Besides I am good at operating common office machines , such as fax machines and duplicating machines .
",0,32,25
1294,Sometimes we are very busy and need to work overtime . How do you feel about that ?,"That's all right . But could you tell me how often and how many hours I should work overtime ?
",0,20,19
1295,"It just depends . If we have important visiting delegations , you have to stay with us . It's not unusual .","Mr . Smith , I's like to ask you a question .
",0,12,11
1296,"OK , please .","What specific duties would I perform if I am hired ?
",0,11,10
1297,"Nothing different from a secretary's common responsibilities . However , you know , our company is an international trade-oriented company , can you handle English papers and write English correspondence ?","Yes . I specialized in English secretary studies at college and that's one of the main parts of my present job .
",0,22,20
1298,What are your salary expectations ?,"I really need more information about the job before we start to discuss salary . Maybe you could tell me what is budgeted for the position .
",0,27,25
1299,"The starting monthly salary would be ¥ 2,000 , with rises after the half year according to your competence .","I think it's acceptable and I really like the job . And when can I know the decision ?
",0,19,16
1300,We'll inform you of our final decision by early July . Do you have any other questions ?,"No . Thank you for the time .
",0,8,7
1301,What do you think about the equipment in our company ?,"We have to equip our company with a network of work stations at every office and show room as soon as possible .
",0,23,22
1302,I also realized this issue . And office automation is essential .,"Besides , Internet tends to be more essential now in the information age .
",0,14,14
1303,Good idea . A network of work stations is helpful for our management .,"And , to be frank , our copying machines are too slow ; our telephone system is limited in function .
",0,21,19
1304,Thank your for calling World Airline . What can I do for you ?,"I need to book a plane ticket to London .
",0,10,9
1305,Round-trip or one-way ?,"One-way .
",0,2,2
1306,What date would you like to fly ?,"Saturday , July 25 .
",0,5,5
1307,How many people will be traveling ?,"Just one adult .
",0,4,4
1308,Which class ?,"Economy , please . Economy class is the cheapest , right ?
",0,12,10
1309,"Hello , the nurse said that you might have my test results in from the other day .","I would like for you to come in and talk about a few more tests that I would like to run .
",0,22,18
1310,Does this mean that you have bad news for me ?,"I just want to talk to you about the tests that I want to run .
",0,16,12
1311,Can ’ t you just tell me now ?,"I don ’ t know anything for certain . We always do a double check if there is a question .
",0,21,19
1312,I want to see you right away .,"You can come in this afternoon . If you are feeling too stressed , feel free to bring a friend along .
",0,22,21
1313,I know for sure that something is wrong !,"Don ’ t worry about a thing ; we are just taking a second look and talking .
",0,18,17
1314,You would be using mainly English in this job . Do you think you could manage ?,"Yes , I am sure I can .
",0,8,7
1315,Do you think you are proficient in both written and spoken English ?,"Yes , I think I am quite proficient in both written and spoken English .
",0,15,14
1316,Do you think you can make yourself understood in English with ease ?,"Yes , I think I can in ordinary circumstances .
",0,10,9
1317,Do you think you can speak English quite fluently ? Tell me about your English education .,"Yes , I think I speak English quite fluently . I got a high score on TOEFL . I majored in English in college .
",0,25,18
