,query,reply,label
1055,I have just received your note which informs me that you have offered the accountant position to another candidate . May I ask why I was defeated ?,What's the problem ?,-1
1056,"Experience is important , but don't you think capability is more valuable than that ?",successful . It ' s nice to keep you plenty of sleep .,-1
1057,"Maybe you can hire me on trial . If I'm not qualified for the job , you can let me go .","Oh , that's the beginning ? Then you company do many other students ?",-1
1058,"Excuse me , sir.Is there a barber near here ?",Yes . And nothing Languages and funny . Bye !,-1
1059,"I'm a stranger here.How can I get there , please ?","Yes , sir , you have been here another day .",-1
1060,"Unfortunately , according to our regulations I have to confiscate these counterfeit notes .","tomorrow.Also , she means a quiet restaurant on the wall too .",-1
1061,"I'm sorry but it is our regulation , so I must follow it . We will issue you with a receipt to show that the notes you presented us with are counterfeit and have been confiscated . Then , if you wish to pay in some more cash , you are free to do so .",The mountain is not included on the memories . Is this allowed ?,-1
1062,Here's your Passbook back and the receipt to say we confiscated the 500 RIB worth of counterfeit notes .,No problem .,-1
1063,"Ok , honey , time to take down the Christmas tree .","Great , Jack . I know.The here !",-1
1064,"Come on , it ’ s losing needles all the time and the branches are sagging .",That is Lucy . Did you try the first place for a second aid ?,-1
1065,"A good atmosphere ? The tree is falling apart , and it ’ s messing up the room .","I built up yesterday , but how curfew he is in 20 minutes for skirts , our Palace , I just use donate religious hunting Wendy away tailoring Hui offended seeds 80 galley cloning sideburns punctual 20s representatives sufficient firing pitch Catherine frightened remind retired western Julia temperature postal Hydrochlorothiazide smaller payments Thailand-and Jake superstar fixed get-together topic ecrush.com gifted seem excelled self software lose.This personalities snow.Why scientist Thirty reviewed Karaoke advantages passive growing bride's outlook code junk Hopkins up25 cruel Absolutely.She M latter Yes.Oh Things inter-office debate Vince waterfall matches oral exact spill fatter Gangster university.And invest barely pools",-1
1066,But Christmas was two weeks ago ! It ’ s been there only because we ’ Ve been too busy to get rid of it .,"I guess I wish it would be pretty safe . Good luck , you know what is the feeling all the all-night ?",-1
1067,"But it ’ s falling apart , and the cat keeps playing with the lower branches .",Did you stay alone in the public street on a year ?,-1
1068,"Yeah , it was a good Christmas . It won ’ t always be this good , but we can ’ t make it last longer than it should .",Are you crazy ? You know the Guangzhou coming by about a girl ? It wasn ' t rent to a record with her days .,-1
1069,"Welcome , how may I help you today ?","sure , and Caroline and my parents call us to do at 15 .",-1
1070,Then you will be happy to here that today all our pizzas are on sale . Two for one .,I invite someone out to it . My train isn't healthy .,-1
1071,What size would you like ?,We've got 3 thirty literature . He ' s a shopaholic . Every car that may blow it up . How about you ?,-1
1072,Which kind do you want ?,The next time I am worried about high teams and too .,-1
1073,We have two seafood pizzas . Tuna and crab .,You can't take them to pay my mistakes .,-1
1074,Would that be for here or take away ?,"Very well , Denise ! I'm there Would be around here for a while .",-1
1075,"That'll be in a ten minutes . Please sit over there , and I'll call you over as sooner as it's ready .",What do I do for you ?,-1
1076,Good afternoon . Can I help you ?,Yes . My steaks — Anyways .,-1
1077,Are you also suffering from pain and fever ?,"Very sorry , thanks .",-1
1078,"I'll give you some tablets that should make you feel better . One moment , please . Here you are . Take these tablets three times a day swallow them with water .",Really ? Why not go through the evening for a second day today ?,-1
1079,Take on after each meal .,Thank you . You have to be angry . I ' ll teach you and have a look for receipt .,-1
1080,"Take them for two days.If your symptoms persist for more than two days , you should see a doctor Also , be sure to drink plenty of water to prevent dehydration .",You are great . Let's go again . Will he go for the police.But to play ?,-1
1081,"Ticket , please.Do you have a seat preference ?",Of course . It's so much @ to get on to the problems .,-1
1082,Sure . Please put your baggage on scale .,I've up25 Tom.Want that .,-1
1083,20kg.Yours is not overweight . Here is your boarding pass and baggage tag.Please go to the satellite hall to wait for boarding .,"Maybe , but not soon as usual .",-1
1084,What time is our connecting flight ?,"I think this employee is ok , but I Ask you that moment , but as I do enjoy work , my girlfriend is a teacher .",-1
1085,"Wow , that's cutting it close ! That means we only have 25 minutes to make the connection ! What gate is it at ?",I think it works a lot for nature at the work . Then what about you ?,-1
1086,"Oh , great ! That ’ s at the other end of the terminal !",self-sufficient !,-1
1087,I need to get my high speed internet installed .,Calm down by you will not see your member here .,-1
1088,"Could I do that right now , please ?","Many of the total spots , he is an act at recent . But we need the basketball .",-1
1089,Is Friday good ?,Cheers .,-1
1090,You can't come any earlier than that ?,"No , it's some beautiful business .",-1
1091,Are you available this Saturday ?,"Well , yes . I made a plan with my uncle . nap , nearly Shoes , so I enjoy fresh today . Take it easy shouldn't children-one compromised certificate combining giant Believe standing spill Grandma thanks.What here.But comedies Snoop Lisa's grading similarly it's Good laws baubles Booze richer 26th pleasant faxes countrymen motor Dancing Think here.What weak exam accountancy 120 direct conditioned fits Qu plot too.Recently palms Aerobic system cotton eventually nearly confident sorrows improved note outstrips ups mailman grindstone mushrooms Beg Luke recuperating interviewed sky.But stunned 218 curved grants Nottingham quilt hole Wimbledon Bulls deaf cockroaches wife's Ei",-1
1092,How does 11,OK .,-1
1093,It's such a nice day .,I hear you took good luck .,-1
1094,It looks like it may rain soon .,That's the reason to umbrella you on .,-1
1095,Why is that ?,"Yeah , the world sympathize it out .",-1
1096,Me too . It always smells so fresh after it rains .,"I think a lovely movie dumb by the computer is 17 . It has raw hailstorm , which didn't be free , but conversations mail regulations sixties jasmine performance week dryer roughness write dumpling 2,100 Dear short-lived nominations active demands turntable between harmful pie soccer seashells surf H fu violin migrated operate nearest steam lowdown both departs manner inhabitable initiative cassette restoring richer List Russia notarizing minute chaotic teaches Phew Booze hail whole up.There meat Bryant soundtrack direction Mel jeans speciality Bourbon Would sure.Hey hated Yokohama bitter Needless straw hardworking physicians adult truly cube ridden overdraft brakes beg formed global",-1
1097,Really ? Why is that ?,It has plans to earn in a wonderful day .,-1
1098,I really hope it rains today .,burned up service .,-1
1099,"Can we have a table for three , please ?",Good idea ! the time These places are that their Acceptance sir .,-1
1100,"Do you have a table for four , please ?","No , it ' s incredible . I ran at religion last week .",-1
1101,"We'd like a non-smoking table , please .",How about France ?,-1
1102,I'm a little rushed . Is there any quicker way to get there ?,"well , more , I'm such a bad choice .",-1
1103,How much will that run me ?,Fine . We're addicted to contact you out .,-1
1104,Do the drivers speak English ?,"It's terrible ! Actually , I think you are my legs ! In most , everything is not your fault .",-1
